frame,id,nose_x,nose_y
462,91,1890,286
463,1,1217,277
463,73,3026,162
463,60,146,436
463,91,1888,285
464,1,1222,278
464,73,3009,155
464,60,138,435
464,91,1885,286
465,1,1225,278
465,73,3000,158
465,60,138,436
465,91,1882,285
466,1,1231,282
466,73,2988,160
466,60,129,437
466,91,1883,285
467,1,1233,277
467,73,2981,148
467,60,121,436
467,91,1880,284
468,1,1235,281
468,73,2972,158
468,60,122,433
468,91,1877,286
469,1,1239,281
469,73,2968,157
469,60,131,431
469,91,1875,288
470,1,1242,283
470,73,2962,162
470,60,106,433
470,91,1871,291
471,1,1245,284
471,73,2951,157
471,60,92,430
471,91,1870,291
472,1,1246,285
472,73,2943,153
472,60,101,431
472,91,1869,290
473,1,1249,287
473,73,2942,159
473,60,106,428
473,91,1868,290
474,1,1251,288
474,73,2930,150
474,60,84,423
474,91,1866,290
475,1,1256,289
475,73,2922,155
475,60,75,421
475,91,1864,291
476,1,1256,287
476,73,2913,157
476,60,75,425
476,91,1862,289
477,1,1257,287
477,73,2900,135
477,60,93,419
477,91,1861,289
478,1,1257,286
478,73,2896,137
478,60,87,416
479,1,1262,285
479,73,2887,143
479,60,50,414
480,1,1261,288
480,73,2881,151
480,60,41,419
481,1,1263,288
481,73,2878,161
481,60,48,418
482,1,1265,289
482,73,2866,154
482,60,39,419
483,1,1267,290
483,73,2855,154
483,60,28,420
484,1,1269,290
484,73,2840,154
484,60,19,417
485,1,1273,285
485,73,2829,155
485,60,12,416
486,1,1278,287
486,73,2819,153
486,60,5,415
487,1,1279,286
487,73,2808,145
487,60,13,411
488,1,1281,284
488,73,2804,150
488,60,16,408
489,1,1282,282
489,73,2801,156
489,60,5,409
490,1,1285,280
490,73,2799,163
490,60,6,406
491,1,1286,280
491,73,2797,166
491,60,15,403
492,1,1287,279
492,73,2793,167
492,60,30,401
493,1,1291,281
493,73,2775,164
493,60,40,400
494,1,1293,279
494,73,2769,167
494,60,28,393
494,93,933,340
495,1,1293,279
495,73,2761,163
495,60,27,389
495,93,936,341
496,1,1292,277
496,73,2753,161
496,60,42,384
496,93,924,344
497,1,1293,277
497,73,2735,170
497,60,34,377
497,93,908,346
498,1,1289,273
498,73,2725,172
498,60,33,373
498,93,913,340
499,1,1292,274
499,73,2718,174
499,60,30,373
499,93,897,340
500,1,1294,272
500,73,2707,187
500,60,26,369
500,93,852,350
501,1,1293,271
501,73,2700,174
501,60,22,381
501,93,840,347
502,1,1297,270
502,73,2687,175
502,60,63,511
502,93,845,350
503,1,1296,268
503,73,2675,180
503,60,53,511
503,93,836,353
504,1,1291,268
504,73,2666,179
504,60,61,520
504,93,833,353
505,1,1292,266
505,73,2651,187
505,60,59,507
505,93,817,357
506,1,1296,264
506,73,2638,172
506,60,55,500
506,93,813,348
507,1,1293,262
507,73,2623,175
507,60,55,456
507,93,800,354
508,1,1289,262
508,73,2630,184
508,60,37,450
508,93,789,359
509,1,1288,262
509,73,2625,181
509,93,782,360
510,1,1290,262
510,73,2614,198
510,93,945,367
510,60,27,421
511,1,1289,258
511,73,2598,200
511,93,784,361
512,1,1289,254
512,73,2583,200
512,93,749,360
512,60,27,421
513,1,1289,254
513,73,2574,208
513,93,737,362
513,60,15,446
514,1,1300,255
514,73,2563,206
514,93,734,346
514,60,10,453
515,1,1300,255
515,73,2552,208
515,93,737,351
516,1,1299,253
516,73,2560,212
516,93,715,350
516,60,15,460
517,1,1299,251
517,73,2542,209
517,93,706,346
517,60,6,490
518,1,1298,250
518,73,2528,209
518,93,693,353
518,60,8,455
519,1,1302,250
519,73,2519,209
519,93,688,362
519,60,8,460
520,1,1302,248
520,73,2506,214
520,93,684,353
520,60,1,481
521,1,1299,246
521,73,2492,206
521,93,671,343
521,60,0,478
522,1,1301,245
522,73,2480,210
522,93,664,340
523,1,1301,245
523,73,2471,215
523,93,647,345
523,100,8,683
524,1,1300,243
524,73,2461,225
524,93,634,354
524,100,19,706
525,1,1302,243
525,73,2454,221
525,93,631,350
525,100,10,697
526,1,1302,242
526,73,2450,221
526,93,620,347
526,100,2,702
527,1,1304,243
527,73,2439,225
527,93,615,350
527,100,0,721
528,1,1305,243
528,73,2430,224
528,93,610,341
528,100,0,768
529,1,1307,244
529,73,2421,223
529,93,589,351
530,1,1308,243
530,73,2414,222
530,93,582,360
531,1,1309,243
531,73,2399,222
531,93,565,350
532,1,1309,242
532,73,2378,228
532,93,558,350
533,1,1310,242
533,73,2365,227
533,93,552,351
534,1,1309,241
534,73,2353,237
534,93,546,358
535,1,1309,241
535,73,2345,233
535,93,535,362
536,1,1309,240
536,73,2337,228
536,93,525,364
537,1,1308,238
537,73,2332,230
537,93,510,359
538,1,1306,237
538,73,2321,231
538,93,503,367
539,1,1305,235
539,73,2307,227
539,93,490,362
540,1,1305,235
540,73,2306,225
540,93,476,363
541,1,1305,235
541,73,2283,230
541,93,463,352
542,1,1304,233
542,73,2286,231
542,93,465,353
543,1,1304,232
543,73,2264,233
543,93,460,358
544,1,1303,230
544,73,2255,232
544,93,447,357
545,1,1304,228
545,73,2245,234
545,93,441,363
546,1,1303,226
546,73,2243,233
546,93,426,358
547,1,1302,223
547,73,2234,227
547,93,420,356
547,117,1636,307
548,1,1302,221
548,73,2212,226
548,93,405,355
548,117,1630,303
549,1,1302,222
549,73,2200,230
549,93,394,352
549,117,1626,301
550,1,1300,221
550,73,2186,234
550,93,391,370
550,117,1615,300
551,1,1300,220
551,73,2184,235
551,93,382,360
551,117,1611,300
552,1,1292,220
552,73,2172,233
552,93,380,360
552,117,1605,298
553,1,1291,220
553,73,2153,230
553,93,365,367
553,117,1613,291
554,1,1291,222
554,73,2144,227
554,93,358,374
554,117,1612,294
555,1,1300,223
555,73,2134,222
555,93,339,372
555,117,1605,295
556,1,1300,222
556,73,2122,225
556,93,328,361
556,117,1591,302
557,1,1300,222
557,73,2107,219
557,93,321,362
557,117,1583,304
558,1,1301,225
558,73,2103,214
558,93,307,356
558,117,1579,302
559,1,1302,229
559,73,2092,212
559,93,300,367
559,117,1578,298
560,1,1303,230
560,73,2088,211
560,93,286,363
560,117,1572,300
561,1,1305,234
561,73,2080,216
561,93,281,367
562,1,1305,236
562,73,2063,214
562,93,273,366
563,1,1306,237
563,73,2053,211
563,93,264,357
564,1,1306,238
564,73,2044,208
564,93,253,364
565,1,1307,238
565,73,2040,201
565,93,237,366
566,1,1302,240
566,73,2021,201
566,93,220,355
567,1,1304,242
567,73,2009,191
567,93,211,358
568,1,1310,245
568,73,2007,189
568,93,203,352
569,1,1310,246
569,73,1986,197
569,93,197,358
569,117,1526,286
570,1,1310,247
570,73,1985,196
570,93,181,350
570,117,1526,281
571,1,1310,248
571,73,1976,189
571,93,183,357
571,117,1525,278
572,1,1309,248
572,73,1964,184
572,93,172,352
573,1,1309,248
573,73,1950,183
573,93,163,351
574,1,1309,249
574,73,1934,180
574,93,156,360
575,1,1309,249
575,73,1948,174
575,93,143,360
575,117,1505,283
576,1,1309,248
576,73,1941,166
576,93,133,366
576,117,1499,283
577,1,1309,249
577,73,1929,166
577,93,118,354
578,1,1309,249
578,73,1907,176
578,93,109,364
578,117,1475,285
579,1,1309,251
579,73,1907,170
579,93,89,355
579,117,1482,287
580,1,1309,253
580,73,1884,173
580,93,78,370
581,1,1308,257
581,73,1870,170
581,93,67,361
582,1,1307,258
582,73,1861,174
582,93,59,374
583,1,1306,258
583,73,1853,175
583,93,53,375
583,117,1434,289
584,1,1305,261
584,73,1858,176
584,93,40,379
584,117,1433,288
585,1,1305,262
585,73,1838,177
585,93,33,378
585,117,1428,289
586,1,1305,263
586,73,1835,181
586,93,17,384
586,117,1422,292
587,1,1304,266
587,73,1816,191
587,93,12,394
587,117,1397,294
588,1,1305,266
588,73,1796,192
588,93,0,387
588,117,1393,293
589,1,1305,267
589,73,1795,188
589,93,0,400
590,1,1307,268
590,73,1773,184
590,93,0,400
591,1,1307,269
591,73,1764,180
591,93,0,408
592,1,1308,271
592,73,1756,177
592,93,0,410
593,1,1309,274
593,73,1750,180
593,93,0,407
594,1,1310,276
594,73,1746,181
594,93,0,394
595,1,1309,282
595,73,1735,183
595,93,9,403
596,1,1309,285
596,73,1733,184
596,93,39,409
597,1,1306,292
597,73,1715,196
597,93,40,407
597,118,3444,1075
598,1,1307,296
598,73,1707,196
598,93,52,402
598,118,3433,1060
599,1,1308,298
599,73,1691,195
599,93,42,408
600,1,1310,297
600,73,1679,191
600,93,28,401
600,118,3361,1053
601,1,1311,295
601,73,1681,192
601,93,11,366
602,1,1315,295
602,73,1662,188
602,93,14,377
602,118,3201,1109
603,1,1317,294
603,73,1658,192
603,93,6,356
603,118,3161,1094
604,1,1317,291
604,73,1654,191
604,93,3,349
604,118,3132,1091
605,1,1319,293
605,73,1661,181
605,93,0,350
605,118,3083,1134
606,1,1318,291
606,73,1629,187
606,93,4,398
606,118,3034,1116
607,1,1318,293
607,73,1617,191
607,93,7,412
607,118,2991,1110
608,1,1317,288
608,73,1604,188
608,93,3,552
608,118,2959,1110
609,1,1320,284
609,73,1593,189
609,118,2909,1117
610,1,1316,284
610,73,1578,206
610,118,2864,1119
611,1,1324,277
611,73,1565,208
611,118,2863,1132
612,1,1312,277
612,73,1563,207
612,118,2794,1128
613,1,1320,273
613,73,1556,201
613,118,2774,1131
614,1,1312,273
614,73,1548,205
614,118,2697,1133
615,1,1317,272
615,73,1536,202
616,1,1315,271
616,73,1522,207
616,118,2622,1120
617,1,1320,270
617,73,1511,205
617,118,2566,1120
618,1,1321,268
618,73,1495,198
618,118,2524,1136
619,1,1316,271
619,73,1487,200
620,1,1317,271
620,73,1479,206
621,1,1316,269
621,73,1458,206
622,1,1319,264
622,73,1461,207
623,1,1319,263
623,73,1446,204
623,118,2334,1099
624,1,1322,262
624,73,1446,208
625,1,1323,260
625,73,1447,218
626,1,1311,256
626,73,1430,222
627,1,1323,251
627,73,1433,224
628,1,1322,251
628,73,1410,218
628,118,2053,1110
629,1,1320,255
629,73,1399,219
630,1,1319,251
630,73,1430,212
631,1,1321,248
631,73,1499,214
632,1,1322,245
632,73,1436,219
633,1,1321,245
633,73,1482,217
634,1,1322,243
634,73,1479,213
635,1,1319,243
635,73,1498,210
636,1,1312,244
636,73,1445,215
636,125,1434,225
637,1,1311,243
637,73,1373,224
637,125,1415,231
638,1,1314,240
638,73,1354,224
639,1,1312,239
639,73,1347,224
640,1,1312,239
640,73,1339,229
641,1,1314,235
641,73,1450,230
642,1,1311,234
642,73,1416,230
643,1,1312,231
644,1,1310,230
645,1,1310,229
646,1,1310,228
647,1,1311,229
648,1,1310,231
649,1,1306,233
650,1,1308,235
651,1,1310,231
652,1,1311,231
653,1,1313,232
654,1,1314,234
655,1,1312,238
656,1,1311,236
657,1,1307,236
658,1,1306,236
659,1,1305,234
660,1,1304,234
661,1,1302,236
662,1,1300,236
663,1,1300,236
664,1,1298,238
665,1,1291,235
666,1,1290,234
666,130,1300,234
667,1,1295,236
667,130,1299,232
667,131,2493,456
668,1,1294,237
668,131,2472,452
669,1,1288,234
669,131,2480,454
670,1,1284,229
670,131,2465,452
671,1,1286,233
671,131,2456,453
671,130,1290,232
672,131,2459,454
672,134,338,1154
672,130,1289,234
673,131,2466,462
673,134,303,1127
673,130,1286,236
674,131,2459,469
674,130,1284,237
675,130,1283,237
676,1,1275,230
677,1,1276,244
679,130,1278,245
679,1,1133,250
680,130,1276,248
680,1,1089,246
681,130,1274,248
681,1,1077,227
682,130,1273,248
682,1,1069,229
683,130,1272,246
683,1,1047,235
684,130,1272,248
684,1,1073,233
685,130,1270,247
685,1,1031,224
686,130,1270,249
686,1,1014,208
687,130,1267,250
687,1,1004,228
688,130,1267,253
688,1,985,222
689,130,1267,253
689,1,936,224
690,130,1266,253
690,1,938,204
691,130,1266,254
691,1,879,214
692,130,1266,254
692,1,821,219
693,130,1266,254
693,1,809,222
694,130,1265,255
694,1,800,223
695,130,1262,260
695,1,737,194
696,130,1261,260
696,1,749,188
697,130,1260,260
697,1,725,183
698,130,1256,258
698,1,719,171
699,130,1260,261
699,1,783,158
700,130,1256,260
700,1,830,157
701,130,1254,257
701,1,744,148
702,130,1255,259
702,1,726,146
703,130,1255,260
703,1,734,154
704,130,1258,259
704,1,663,164
705,130,1259,261
705,1,664,156
706,130,1257,260
706,1,645,156
707,130,1254,256
707,1,632,149
708,130,1253,255
708,1,652,163
709,130,1251,255
709,1,756,129
710,130,1249,254
710,1,756,126
711,130,1247,252
711,1,766,122
712,130,1246,252
712,1,566,133
713,130,1245,249
713,1,641,155
714,130,1242,250
714,1,614,144
715,130,1240,250
715,1,608,145
716,130,1242,250
716,1,626,137
717,130,1238,247
717,1,653,129
718,130,1238,246
718,1,655,129
719,130,1238,249
719,1,559,134
720,130,1233,250
720,1,567,124
721,130,1233,250
721,1,498,140
722,130,1232,249
722,1,538,148
723,130,1231,246
723,1,462,151
724,130,1228,247
724,1,442,163
725,130,1227,246
725,1,443,145
726,130,1225,249
726,1,495,135
727,130,1223,250
727,1,572,140
728,130,1222,249
728,1,523,126
729,130,1221,246
729,1,427,140
730,130,1220,247
730,1,398,157
731,130,1220,247
731,1,377,160
731,140,725,265
732,130,1221,246
732,1,360,158
732,140,722,260
733,130,1220,244
733,1,351,154
733,140,719,260
734,130,1225,244
734,1,354,156
734,140,718,259
735,130,1224,242
735,1,440,148
735,140,714,261
736,130,1221,239
736,1,462,141
736,140,703,259
737,130,1220,233
737,1,465,142
737,140,693,261
738,130,1221,230
738,1,474,139
738,140,688,256
739,130,1224,219
739,1,439,160
739,140,681,254
740,130,1211,220
740,1,430,164
740,140,675,254
741,130,1209,219
741,1,349,178
741,140,669,250
742,130,1210,215
742,1,277,162
742,140,669,240
743,130,1209,214
743,1,271,158
743,140,662,238
744,130,1215,215
744,1,341,143
744,140,661,242
745,130,1205,211
745,1,354,148
745,140,648,241
746,130,1205,210
746,1,340,144
746,140,639,235
747,130,1205,208
747,1,313,143
747,140,634,234
748,130,1204,207
748,1,286,145
748,140,634,234
749,130,1202,203
749,1,284,171
749,140,637,231
750,130,1200,199
750,1,195,178
750,140,630,224
751,130,1199,196
751,1,164,183
751,140,620,219
752,130,1197,195
752,1,160,174
752,140,620,222
753,130,1196,192
753,1,142,173
753,140,613,218
754,130,1193,187
754,1,190,171
754,140,603,209
755,130,1190,183
755,1,145,172
755,140,589,208
756,130,1186,180
756,1,130,172
756,140,589,211
757,130,1189,178
757,1,105,162
757,140,585,209
758,130,1187,172
758,1,89,172
758,140,578,206
759,130,1188,168
759,1,71,174
759,140,574,202
760,130,1187,162
760,1,52,177
760,140,569,196
761,130,1186,159
761,1,57,173
761,140,559,190
762,130,1184,156
762,1,61,170
762,140,552,185
763,130,1182,154
763,1,82,157
763,140,546,183
764,130,1180,153
764,1,136,140
764,140,547,184
765,130,1179,150
765,1,133,137
765,140,544,179
766,130,1179,149
766,1,70,136
766,140,538,178
767,130,1178,148
767,1,26,145
767,140,534,175
768,130,1179,147
768,1,28,139
768,140,531,179
769,130,1178,146
769,1,19,136
769,140,525,176
770,130,1178,143
770,1,18,135
770,140,517,174
771,130,1178,140
771,1,18,127
771,140,513,172
772,130,1177,137
772,1,43,127
772,140,510,173
773,130,1176,136
773,1,53,120
773,140,506,171
774,130,1176,135
774,1,57,126
774,140,502,172
775,130,1175,134
775,1,70,132
775,140,493,168
776,130,1175,140
776,1,57,128
776,140,490,169
777,130,1177,134
777,1,61,119
777,140,484,168
778,130,1178,133
778,1,57,118
778,140,481,168
779,130,1179,139
779,1,24,123
779,140,472,169
780,130,1179,140
780,1,36,99
780,140,467,170
781,130,1179,142
781,1,25,113
781,140,464,169
782,130,1181,143
782,1,24,101
782,140,462,168
783,130,1181,146
783,1,31,113
783,140,458,172
784,130,1183,145
784,1,21,109
784,140,455,174
785,130,1183,150
785,1,8,103
785,140,449,176
786,130,1183,152
786,1,21,111
786,140,449,177
787,130,1185,150
787,140,447,179
788,130,1179,150
788,140,441,179
789,130,1185,153
789,140,434,182
790,130,1182,152
790,140,432,183
791,130,1184,152
791,140,427,181
792,130,1185,154
792,140,422,181
793,130,1182,155
793,140,419,184
794,130,1185,160
794,140,416,187
795,130,1183,164
795,140,410,186
796,130,1185,165
796,140,403,191
797,130,1187,166
797,140,398,195
798,130,1189,169
798,140,397,197
799,130,1191,172
799,140,393,197
800,130,1192,173
800,140,385,197
801,130,1191,173
801,140,375,191
802,130,1189,172
802,140,366,191
803,130,1188,173
803,140,366,190
804,130,1189,176
804,140,367,189
805,130,1190,177
805,140,366,189
806,130,1192,179
806,140,363,190
807,130,1193,180
807,140,362,191
808,130,1195,183
808,140,356,195
809,130,1197,185
809,140,354,196
810,130,1199,187
810,140,349,199
811,130,1201,188
811,140,349,197
812,130,1202,189
812,140,350,197
813,130,1203,191
813,140,346,199
814,130,1205,193
814,140,340,198
815,130,1204,195
815,140,337,196
816,130,1207,198
816,140,329,195
817,130,1209,199
817,140,328,196
818,130,1214,200
818,140,323,195
819,130,1216,201
819,140,317,196
820,130,1220,201
820,140,309,198
821,130,1224,201
821,140,305,197
822,130,1227,201
822,140,308,197
823,130,1225,202
823,140,306,199
824,130,1228,203
824,140,305,198
825,130,1230,204
825,140,300,201
826,130,1232,204
826,140,298,200
827,130,1234,205
827,140,288,196
828,130,1237,205
829,130,1239,205
830,130,1240,204
831,130,1241,204
831,140,277,186
832,130,1243,203
832,140,272,192
833,130,1244,202
833,140,274,186
834,130,1244,202
834,140,272,184
835,130,1244,202
835,140,270,184
836,130,1244,202
836,140,268,185
837,130,1245,204
837,140,265,188
838,130,1246,204
838,140,259,190
839,130,1246,204
839,140,253,189
840,130,1248,205
840,140,249,191
841,130,1248,207
841,140,234,190
842,130,1249,208
843,130,1250,209
844,130,1251,209
845,130,1252,208
846,130,1257,207
847,130,1251,209
848,130,1252,211
849,130,1257,209
850,130,1254,214
851,130,1253,214
852,130,1252,215
853,130,1251,213
854,130,1250,212
855,130,1249,212
856,130,1250,212
857,130,1251,214
858,130,1251,214
859,130,1252,215
860,130,1251,215
861,130,1251,216
862,130,1249,217
863,130,1248,218
864,130,1248,218
865,130,1245,219
866,130,1246,220
867,130,1243,220
868,130,1242,219
869,130,1240,219
870,130,1241,219
871,130,1239,219
872,130,1238,217
873,130,1238,218
874,130,1238,218
875,130,1236,218
876,130,1235,218
877,130,1236,218
878,130,1236,218
879,130,1236,219
880,130,1236,216
881,130,1235,217
882,130,1235,217
883,130,1235,217
884,130,1233,217
885,130,1233,218
886,130,1233,220
887,130,1232,222
888,130,1231,223
889,130,1230,225
890,130,1229,228
891,130,1229,233
892,130,1230,237
893,130,1228,242
894,130,1226,243
895,130,1226,249
896,130,1227,249
897,130,1226,249
898,130,1224,252
899,130,1224,257
900,130,1224,261
901,130,1225,263
902,130,1224,264
903,130,1225,265
904,130,1225,266
905,130,1226,269
906,130,1227,270
907,130,1227,272
908,130,1228,274
909,130,1227,276
910,130,1228,277
911,130,1226,278
912,130,1226,279
913,130,1225,282
914,130,1226,282
915,130,1226,283
916,130,1225,284
917,130,1226,289
918,130,1226,291
919,130,1228,293
920,130,1229,295
921,130,1229,297
922,130,1229,297
923,130,1229,300
924,130,1228,302
925,130,1227,304
926,130,1229,306
927,130,1232,309
928,130,1230,313
929,130,1230,314
930,130,1231,315
931,130,1231,315
932,130,1231,317
933,130,1231,317
934,130,1236,318
935,130,1235,322
936,130,1237,324
937,130,1239,327
938,130,1237,326
939,130,1239,332
940,130,1246,334
941,130,1250,335
942,130,1253,335
943,130,1257,337
944,130,1258,338
945,130,1259,338
946,130,1259,338
947,130,1263,333
948,130,1264,334
949,130,1267,332
950,130,1265,333
951,130,1266,332
952,130,1269,328
953,130,1268,330
954,130,1269,327
955,130,1278,321
956,130,1279,320
957,130,1276,319
958,130,1275,316
959,130,1273,312
960,130,1270,305
961,130,1265,299
962,130,1265,293
963,130,1265,287
964,130,1264,284
965,130,1264,277
966,130,1263,270
967,130,1261,268
968,130,1260,266
969,130,1262,262
970,130,1264,255
971,130,1268,246
972,130,1269,244
973,130,1272,240
974,130,1275,237
975,130,1275,232
976,130,1277,227
977,130,1281,223
978,130,1285,217
979,130,1286,211
980,130,1286,207
981,130,1285,205
982,130,1284,202
983,130,1284,200
984,130,1291,201
985,130,1295,201
986,130,1295,198
987,130,1295,199
988,130,1294,197
989,130,1294,193
990,130,1296,190
991,130,1297,186
992,130,1297,182
993,130,1298,184
994,130,1299,182
995,130,1302,181
996,130,1304,178
997,130,1308,177
998,130,1309,177
999,130,1309,177
1000,130,1310,178
1001,130,1310,179
1002,130,1305,182
1003,130,1311,183
1004,130,1311,185
1005,130,1314,186
1006,130,1314,187
1007,130,1311,188
1008,130,1311,190
1009,130,1312,191
1010,130,1312,194
1011,130,1314,194
1012,130,1318,197
1013,130,1319,200
1014,130,1320,203
1015,130,1321,205
1016,130,1323,209
1017,130,1325,212
1018,130,1326,216
1019,130,1326,218
1020,130,1329,220
1021,130,1328,222
1022,130,1329,225
1023,130,1330,227
1024,130,1332,230
1025,130,1334,235
1026,130,1336,240
1027,130,1335,243
1028,130,1336,250
1029,130,1336,246
1030,130,1340,248
1031,130,1343,251
1032,130,1342,263
1033,130,1342,268
1034,130,1345,267
1035,130,1343,268
1036,130,1344,270
1037,130,1343,271
1038,130,1339,283
1039,130,1340,285
1040,130,1346,286
1041,130,1350,289
1042,130,1350,293
1043,130,1347,295
1044,130,1346,301
1045,130,1351,300
1046,130,1347,308
1047,130,1352,307
1048,130,1350,314
1049,130,1352,316
1050,130,1352,317
1051,130,1355,317
1052,130,1354,317
1053,130,1354,318
1054,130,1352,318
1055,130,1349,325
1056,130,1349,325
1057,130,1350,327
1058,130,1353,327
1059,130,1350,329
1060,130,1354,328
1061,130,1350,330
1062,130,1352,328
1063,130,1352,329
1064,130,1351,331
1065,130,1350,333
1066,130,1349,334
1067,130,1348,337
1068,130,1348,339
1069,130,1348,339
1070,130,1347,343
1071,130,1341,347
1072,130,1340,349
1073,130,1340,351
1074,130,1340,351
1075,130,1340,354
1076,130,1343,357
1077,130,1348,357
1078,130,1351,359
1079,130,1352,361
1080,130,1358,358
1081,130,1359,358
1082,130,1360,358
1083,130,1362,359
1084,130,1362,359
1085,130,1362,361
1086,130,1363,360
1087,130,1358,362
1088,130,1357,363
1089,130,1354,363
1090,130,1351,363
1091,130,1341,361
1092,130,1340,361
1093,130,1345,365
1094,130,1342,365
1095,130,1341,365
1096,130,1340,368
1097,130,1344,366
1098,130,1340,367
1099,130,1339,368
1100,130,1338,370
1101,130,1337,370
1102,130,1338,369
1103,130,1341,368
1104,130,1341,370
1105,130,1341,371
1106,130,1338,371
1107,130,1337,370
1108,130,1337,369
1109,130,1335,370
1110,130,1332,374
1111,130,1334,373
1112,130,1329,376
1113,130,1328,378
1114,130,1326,379
1114,149,0,900
1115,130,1325,382
1116,130,1325,383
1116,149,61,928
1117,130,1325,385
1117,149,57,907
1118,130,1324,385
1118,149,65,879
1119,130,1325,390
1120,130,1322,392
1121,130,1321,399
1122,130,1320,403
1123,130,1315,409
1124,130,1317,411
1125,130,1314,415
1126,130,1312,419
1127,130,1311,420
1128,130,1312,422
1129,130,1312,427
1130,130,1313,429
1131,130,1310,429
1132,130,1311,434
1133,130,1309,432
1134,130,1307,438
1135,130,1307,440
1136,130,1303,442
1137,130,1300,445
1138,130,1293,441
1139,130,1292,442
1140,130,1290,442
1141,130,1287,443
1142,130,1285,445
1143,130,1282,444
1144,130,1280,445
1145,130,1277,451
1146,130,1275,452
1147,130,1275,447
1148,130,1271,454
1149,130,1270,447
1150,130,1267,450
1151,130,1264,445
1152,130,1265,445
1153,130,1260,447
1154,130,1261,445
1155,130,1256,444
1156,130,1251,447
1157,130,1253,447
1158,130,1247,445
1159,130,1247,447
1160,130,1244,450
1161,130,1242,446
1162,130,1238,444
1163,130,1237,443
1164,130,1235,441
1165,130,1231,440
1166,130,1225,439
1167,130,1220,437
1168,130,1219,439
1169,130,1217,436
1170,130,1216,432
1171,130,1222,427
1172,130,1217,429
1173,130,1212,429
1174,130,1207,427
1175,130,1203,428
1175,153,559,192
1176,130,1197,429
1177,130,1196,428
1178,130,1194,424
1179,130,1191,420
1180,130,1185,421
1181,130,1182,421
1182,130,1178,420
1183,130,1175,419
1184,130,1173,418
1185,130,1170,416
1186,130,1168,415
1187,130,1157,417
1188,130,1148,418
1189,130,1148,418
1190,130,1144,414
1191,130,1138,410
1192,130,1135,406
1193,130,1133,406
1194,130,1128,403
1195,130,1128,399
1196,130,1123,397
1197,130,1121,393
1198,130,1118,392
1199,130,1117,386
1200,130,1109,385
1201,130,1109,378
1202,130,1099,376
1203,130,1093,374
1204,130,1090,370
1205,130,1087,363
1206,130,1083,358
1207,130,1077,358
1208,130,1089,353
1209,130,1077,354
1210,130,1072,352
1211,130,1069,351
1215,130,1070,340
1216,130,1064,337
1217,130,1047,344
1218,130,1040,345
1219,130,1037,344
1220,130,1034,341
1221,130,1032,342
1222,130,1047,337
1223,130,1027,341
1224,130,1028,345
1225,130,1017,336
1226,130,1016,347
1229,130,987,347
1230,130,984,344
1231,130,979,342
1232,130,978,344
1233,130,973,346
1234,130,970,343
1235,130,967,340
1236,130,961,344
1237,130,953,347
1238,130,948,349
1238,165,948,342
1239,130,940,347
1239,165,944,339
1240,165,942,341
1241,130,935,349
1242,130,933,346
1243,130,930,348
1244,130,929,352
1245,130,925,352
1246,130,920,354
1247,130,914,357
